id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_month,date_year,age,coordinates,distance
9136101271,599000.0,4,1.0,1590,4280,1,0,0,3,7,1590,0.0,1924,0,98103,47.667,-122.335,2230,4280,4,2015,96,"(47.667, -122.335)",4.2330045272322865
1370804295,860000.0,3,1.75,1860,5584,1,0,0,3,8,1310,550.0,1951,0,98199,47.637,-122.4,1630,6022,2,2015,69,"(47.637, -122.4)",5.824985491884663
422049178,147200.0,3,1.0,1420,9600,1,0,0,4,6,1420,0.0,1954,0,98188,47.4232,-122.292,1400,8415,2,2015,66,"(47.4232, -122.292)",23.090518990462243
9161100795,476900.0,3,1.0,1240,5758,1,0,0,4,6,960,280.0,1910,0,98116,47.5675,-122.396,1460,5750,5,2015,110,"(47.5675, -122.396)",8.828933665554292
5561300380,450000.0,4,2.5,2500,36254,1,0,0,4,8,1590,910.0,1978,0,98027,47.4685,-122.00399999999999,2360,36254,8,2014,42,"(47.4685, -122.00399999999999)",29.91468036341319
1443550020,570000.0,4,2.5,2640,11816,2,0,0,3,8,2640,0.0,1999,0,98019,47.733000000000004,-121.96799999999999,2400,11816,5,2015,21,"(47.733000000000004, -121.96799999999999)",28.94775503943883
9547201155,567500.0,3,1.0,1440,3060,1,0,0,4,7,1440,0.0,1910,0,98115,47.6769,-122.307,1440,3570,10,2014,110,"(47.6769, -122.307)",5.372657730741914
3625059120,790000.0,5,3.25,3030,20446,2,0,2,3,9,2130,900.0,1976,0,98008,47.6133,-122.10600000000001,2890,20908,10,2014,44,"(47.6133, -122.10600000000001)",16.366918285953933
644000185,875000.0,3,1.5,1820,12686,1,0,0,4,7,1820,0.0,1952,0,98004,47.5886,-122.195,3020,11550,7,2014,68,"(47.5886, -122.195)",10.633154081806754
5710500010,490000.0,3,2.0,2220,10275,2,0,0,3,9,1640,580.0,1980,0,98027,47.5304,-122.055,2300,9975,6,2014,40,"(47.5304, -122.055)",22.940258328911884
2482410130,335000.0,3,1.75,2430,9133,1,0,0,4,7,1410,1020.0,1978,0,98059,47.5116,-122.15700000000001,1980,9592,6,2014,42,"(47.5116, -122.15700000000001)",18.106203746060896
6071900130,550000.0,3,1.75,1670,10798,1,0,0,4,8,1670,0.0,1962,0,98006,47.549,-122.17,2290,10798,4,2015,58,"(47.549, -122.17)",14.57318854186842
6817800630,385000.0,3,1.75,1180,10541,1,0,0,4,7,940,240.0,1981,0,98074,47.6348,-122.03200000000001,1230,10879,5,2014,39,"(47.6348, -122.03200000000001)",21.81252042367495
6204400130,395000.0,3,1.75,1620,8085,1,0,0,3,7,1210,410.0,1976,0,98011,47.7349,-122.197,1700,8085,7,2014,44,"(47.7349, -122.197)",15.018268006922138
9274203190,650000.0,2,1.0,1030,5750,1,0,0,5,8,1030,0.0,1928,0,98116,47.5861,-122.391,1570,5750,6,2014,92,"(47.5861, -122.391)",7.042703416462431
293610020,637000.0,4,2.75,2900,5803,2,0,0,3,9,2900,0.0,2007,0,98028,47.7368,-122.23200000000001,2900,6212,3,2015,13,"(47.7368, -122.23200000000001)",13.710061232452906
3583400130,692500.0,3,2.25,3420,9900,1,0,0,3,9,1710,1710.0,1963,2004,98028,47.7412,-122.256,2290,10700,10,2014,16,"(47.7412, -122.256)",13.363947228884077
7230400430,322400.0,3,1.75,1710,15844,1,0,0,4,8,1710,0.0,1964,0,98059,47.4706,-122.1,1990,20359,9,2014,56,"(47.4706, -122.1)",24.361259224268768
7140600190,233500.0,3,1.5,1580,10517,1,0,0,4,6,1580,0.0,1957,0,98002,47.2903,-122.214,1400,10658,9,2014,63,"(47.2903, -122.214)",38.62987840326802
6817801410,400000.0,3,2.0,1230,11413,1,0,0,3,7,990,240.0,1984,0,98074,47.6321,-122.03399999999999,1570,11517,6,2014,36,"(47.6321, -122.03399999999999)",21.657637872254522
6430500010,547000.0,5,2.5,2200,4080,1,0,0,5,7,1420,780.0,1916,0,98103,47.6872,-122.35,1300,4080,6,2014,104,"(47.6872, -122.35)",6.6952764724632
3023049215,519000.0,5,2.25,2570,13054,1,0,1,3,8,1470,1100.0,1950,1992,98166,47.4487,-122.352,2570,19807,7,2014,28,"(47.4487, -122.352)",20.254752544817265
3625710080,1030000.0,4,3.5,3320,19850,1,0,2,4,10,2040,1280.0,1977,0,98040,47.527,-122.228,3240,15470,6,2014,43,"(47.527, -122.228)",13.470100315943087
3390600010,365000.0,3,1.0,1090,6435,1,0,0,4,7,1090,0.0,1955,0,98106,47.5334,-122.365,1340,6435,5,2014,65,"(47.5334, -122.365)",11.172524738524249
9238480020,699000.0,5,2.75,2970,36817,2,0,0,4,8,2970,0.0,1978,0,98072,47.7731,-122.139,2730,29150,3,2015,42,"(47.7731, -122.139)",21.059340519751313
1036000080,525000.0,3,1.75,1970,8000,1,0,0,4,8,1970,0.0,1968,0,98052,47.6324,-122.1,1910,8000,10,2014,52,"(47.6324, -122.1)",16.712894395183216
1561930020,430000.0,4,3.0,3220,8936,2,0,0,3,9,2450,770.0,1990,0,98031,47.4208,-122.213,2810,10500,5,2014,30,"(47.4208, -122.213)",24.663849951678873
3876100080,325000.0,3,1.0,1600,7500,1,0,0,3,7,1600,0.0,1966,0,98034,47.7198,-122.182,2050,7200,12,2014,54,"(47.7198, -122.182)",14.546471777790495
7454000605,279000.0,2,1.0,670,6300,1,0,0,5,6,670,0.0,1942,0,98126,47.5161,-122.374,760,6300,7,2014,78,"(47.5161, -122.374)",13.209087936764796
1870400635,805000.0,4,1.75,2360,4750,2,0,0,5,7,1660,700.0,1911,0,98115,47.6729,-122.29299999999999,1810,4750,3,2015,109,"(47.6729, -122.29299999999999)",5.293191861536431
8820900299,419950.0,3,3.0,2150,3962,1,0,0,3,7,1540,610.0,1949,0,98125,47.7183,-122.285,1730,4609,2,2015,71,"(47.7183, -122.285)",10.243809765965345
8132700185,425000.0,2,1.0,620,4455,1,0,0,3,6,620,0.0,1927,0,98117,47.6877,-122.395,1180,5000,4,2015,93,"(47.6877, -122.395)",8.398133898676022
6413600275,446000.0,4,1.75,1730,5922,2,0,0,5,7,1730,0.0,1949,0,98125,47.7188,-122.321,1700,6127,7,2014,71,"(47.7188, -122.321)",9.897494996389941
2888000020,455000.0,5,2.0,2500,7860,1,0,0,3,7,1040,1460.0,1963,0,98034,47.7212,-122.226,2060,9684,3,2015,57,"(47.7212, -122.226)",12.491384476030104
3298700426,226550.0,3,1.0,990,4440,1,0,0,3,6,990,0.0,1943,0,98106,47.522,-122.354,990,6771,7,2014,77,"(47.522, -122.354)",12.210309948086586
3362401815,764000.0,3,2.0,1420,4080,1,0,0,5,8,1420,0.0,1904,0,98103,47.6801,-122.348,1220,3060,9,2014,116,"(47.6801, -122.348)",5.898236452045777
5469500020,439950.0,3,2.25,2170,15000,2,0,0,4,8,2170,0.0,1978,0,98042,47.3863,-122.15799999999999,2430,14256,5,2015,42,"(47.3863, -122.15799999999999)",29.777544588409803
6430000280,453000.0,4,2.0,1880,5100,1,0,0,3,8,1880,0.0,1952,0,98103,47.6872,-122.34899999999999,1610,4590,12,2014,68,"(47.6872, -122.34899999999999)",6.673037876267002
1140000190,219950.0,3,1.0,1300,9620,1,0,0,3,7,1300,0.0,1971,0,98003,47.282,-122.331,1420,9620,2,2015,49,"(47.282, -122.331)",38.678325926505096
8021700715,702500.0,3,1.5,2360,6750,2,0,0,5,7,1930,430.0,1926,0,98103,47.6923,-122.33200000000001,1320,4500,5,2014,94,"(47.6923, -122.33200000000001)",6.982301511599404
5151600170,285000.0,3,1.5,1780,12231,1,0,0,4,8,1780,0.0,1956,0,98003,47.335,-122.321,2460,12663,10,2014,64,"(47.335, -122.321)",32.780654192493834
8129700255,798750.0,2,2.25,2160,2578,3,0,0,3,8,2160,0.0,2005,0,98103,47.6607,-122.354,1800,2142,2,2015,15,"(47.6607, -122.354)",4.147151974230265
9285800345,320000.0,2,1.0,950,5316,1,0,2,3,7,950,0.0,1948,0,98126,47.57,-122.38,1620,6085,6,2014,72,"(47.57, -122.38)",7.904486164367393
5706200170,425000.0,3,1.75,1680,14630,1,0,0,3,8,1680,0.0,1985,0,98027,47.5272,-122.044,1920,14630,12,2014,35,"(47.5272, -122.044)",23.83541265913392
5536500020,540000.0,4,2.5,2290,4450,2,0,0,3,9,2290,0.0,2004,0,98072,47.7385,-122.169,2570,5096,7,2014,16,"(47.7385, -122.169)",16.70306559788748
98000950,1060000.0,4,5.25,4140,14757,2,0,2,3,11,4140,0.0,2005,0,98075,47.5871,-121.969,4440,15523,12,2014,15,"(47.5871, -121.969)",26.959686336213807
3362401611,1170000.0,4,3.75,3920,4500,3,0,0,3,8,3920,0.0,2013,0,98103,47.6805,-122.346,2040,3000,3,2015,7,"(47.6805, -122.346)",5.894923632690284
6205500280,576000.0,3,1.75,1500,13891,1,0,0,4,7,1500,0.0,1951,0,98005,47.5866,-122.175,2020,13891,4,2015,69,"(47.5866, -122.175)",12.09039038292968
7199330010,525000.0,3,1.75,1720,7200,1,0,0,3,7,1140,580.0,1977,0,98052,47.6977,-122.132,1700,8400,4,2015,43,"(47.6977, -122.132)",16.173931147448016
1332200130,324950.0,4,2.5,2641,8615,2,0,0,3,7,2641,0.0,1998,0,98031,47.4038,-122.213,2641,8091,8,2014,22,"(47.4038, -122.213)",26.453012730946153
3244500078,600000.0,3,2.5,4930,77536,2,0,0,3,9,3930,1000.0,1981,0,98072,47.7634,-122.139,2760,7351,8,2014,39,"(47.7634, -122.139)",20.25639140491145
3342102880,464000.0,3,2.5,2460,5400,1,0,0,4,8,1520,940.0,2001,0,98056,47.5231,-122.20200000000001,1745,5400,8,2014,19,"(47.5231, -122.20200000000001)",14.93822091642538
2557000630,266000.0,4,2.25,1995,7102,2,0,0,4,8,1995,0.0,1981,0,98023,47.2986,-122.37,1880,7950,7,2014,39,"(47.2986, -122.37)",36.99690066741306
1117200190,775000.0,3,2.5,3010,74390,2,0,0,3,10,3010,0.0,1998,0,98053,47.6442,-121.999,3240,109771,8,2014,22,"(47.6442, -121.999)",24.32877690543105
8122100130,415000.0,3,1.75,1270,4800,1,0,0,3,7,1270,0.0,1952,2014,98126,47.5362,-122.376,1220,4800,6,2014,6,"(47.5362, -122.376)",11.141167314584749
9558040050,550000.0,4,2.75,3080,6731,2,0,3,3,9,3080,0.0,2003,0,98058,47.4522,-122.118,3080,6731,9,2014,17,"(47.4522, -122.118)",25.035656252465415
5702380630,235000.0,3,2.25,1670,7606,2,0,0,3,7,1670,0.0,1990,0,98022,47.1949,-121.98200000000001,1670,7433,1,2015,30,"(47.1949, -121.98200000000001)",54.74449146260133
3300790670,280000.0,3,2.0,1470,8089,1,0,0,3,7,1470,0.0,1987,0,98198,47.3878,-122.316,1530,7721,6,2014,33,"(47.3878, -122.316)",26.91434527415663
2558660190,459000.0,3,1.75,1730,7807,1,0,0,3,7,1260,470.0,1976,0,98034,47.7211,-122.169,1800,7650,10,2014,44,"(47.7211, -122.169)",15.362579922411003
4388000460,195000.0,3,1.0,1070,7615,1,0,0,4,7,1070,0.0,1969,0,98023,47.3189,-122.37299999999999,1240,6906,10,2014,51,"(47.3189, -122.37299999999999)",34.774200033011105
3224800010,235000.0,3,1.5,1660,8738,1,0,0,4,7,1080,580.0,1959,0,98002,47.3117,-122.208,1500,8466,11,2014,61,"(47.3117, -122.208)",36.41200806679152
1672000020,711800.0,4,2.25,2410,16650,1,0,0,4,8,2410,0.0,1965,0,98006,47.5706,-122.163,2720,11141,11,2014,55,"(47.5706, -122.163)",13.683974463760665
2767701416,440000.0,3,2.5,1040,1032,3,0,0,3,7,1040,0.0,2007,0,98107,47.6673,-122.37700000000001,1290,1275,1,2015,13,"(47.6673, -122.37700000000001)",5.809500691243574
7821200307,515000.0,2,1.0,970,3300,1,0,0,4,7,970,0.0,1916,0,98103,47.6609,-122.34299999999999,1060,3600,2,2015,104,"(47.6609, -122.34299999999999)",3.768788554463238
4219400290,1200000.0,5,2.75,2910,9480,1,0,0,3,8,2910,0.0,1939,0,98105,47.6552,-122.27799999999999,2940,6600,5,2014,81,"(47.6552, -122.27799999999999)",4.398041120540811
6072650290,560000.0,3,1.75,2340,12443,1,0,0,4,8,2340,0.0,1965,0,98006,47.5432,-122.177,1970,9600,4,2015,55,"(47.5432, -122.177)",14.581651765183501
5647900670,340000.0,3,1.75,1880,11249,1,0,0,3,7,1330,550.0,1985,0,98001,47.3295,-122.257,1870,14547,6,2014,35,"(47.3295, -122.257)",33.75824495447283
1965200010,600000.0,2,1.0,1110,3500,1,0,0,3,6,970,140.0,1912,0,98102,47.6453,-122.32700000000001,1884,1778,11,2014,108,"(47.6453, -122.32700000000001)",1.7493869921314904
319500080,764000.0,4,2.5,2790,7938,2,0,0,3,9,2790,0.0,1997,0,98074,47.6223,-122.02600000000001,2780,7779,6,2014,23,"(47.6223, -122.02600000000001)",22.273309383974418
9526500080,337000.0,4,2.0,1590,8779,1,0,0,3,8,1590,0.0,2001,0,98019,47.7408,-121.97399999999999,2090,9600,7,2014,19,"(47.7408, -121.97399999999999)",28.89386461657195
7856410430,1390000.0,6,2.75,5700,20000,1,0,4,4,10,2850,2850.0,1977,0,98006,47.5601,-122.16,3690,15700,5,2014,43,"(47.5601, -122.16)",14.472842703256088
8128700005,249000.0,4,1.0,1200,7552,1,0,0,3,6,1060,140.0,1919,0,98126,47.5317,-122.37,1580,7680,11,2014,101,"(47.5317, -122.37)",11.463745924105037
3444910020,350000.0,3,3.0,3200,35782,1,0,0,3,8,2360,840.0,1978,0,98042,47.4121,-122.154,3090,37887,7,2014,42,"(47.4121, -122.154)",27.331986496859212
2025700130,269950.0,3,2.25,1510,6000,1,0,0,4,7,1150,360.0,1993,0,98038,47.3484,-122.036,1510,6000,1,2015,27,"(47.3484, -122.036)",38.0014317989333
224069134,735000.0,3,1.75,1880,108900,1,0,0,3,7,1880,0.0,1978,0,98075,47.5913,-122.01,2730,37731,2,2015,42,"(47.5913, -122.01)",23.851053256464095
4217400305,1300000.0,4,2.5,3070,4000,2,0,0,4,8,2070,1000.0,1940,0,98105,47.659,-122.281,2560,4000,3,2015,80,"(47.659, -122.281)",4.521335695192558
3288301410,475000.0,4,2.25,2110,7560,2,0,0,4,8,2110,0.0,1974,0,98034,47.7331,-122.18299999999999,2110,7560,9,2014,46,"(47.7331, -122.18299999999999)",15.549403567093114
9264950660,339000.0,3,2.0,2350,8459,1,0,0,3,9,2350,0.0,1989,0,98023,47.3043,-122.34899999999999,2430,8459,3,2015,31,"(47.3043, -122.34899999999999)",36.24672660603608
6744700285,600000.0,4,3.5,3270,15160,1,0,2,3,8,1660,1610.0,1997,0,98155,47.7437,-122.287,2790,15160,3,2015,23,"(47.7437, -122.287)",12.948630231742868
7750500275,397500.0,4,1.75,2220,4760,1,0,0,3,7,1320,900.0,1918,0,98106,47.5215,-122.348,940,4760,8,2014,102,"(47.5215, -122.348)",12.187575034466205
1125069153,1530000.0,4,3.5,5990,111078,2,0,0,3,11,5990,0.0,2004,0,98053,47.667,-121.994,4690,118918,8,2014,16,"(47.667, -121.994)",24.989996702624733
1425059178,460000.0,3,2.0,1760,9055,2,0,0,4,7,1760,0.0,1985,0,98052,47.6534,-122.12799999999999,2010,9383,5,2014,35,"(47.6534, -122.12799999999999)",14.84310842590624
6671900130,370000.0,4,2.75,2200,5207,1,0,0,5,7,1120,1080.0,1951,0,98133,47.74,-122.34299999999999,1210,6008,12,2014,69,"(47.74, -122.34299999999999)",12.344819030249411
3172600151,250000.0,4,1.0,1550,7296,1,0,0,3,6,1550,0.0,1957,0,98106,47.5184,-122.366,1370,7680,3,2015,63,"(47.5184, -122.366)",12.80024007809564
7237550020,1100000.0,4,3.75,5070,60123,2,0,0,3,11,5070,0.0,2000,0,98053,47.6567,-122.00399999999999,4920,101930,7,2014,20,"(47.6567, -122.00399999999999)",24.08499723954758
1934800078,430000.0,2,2.25,1040,1516,2,0,0,3,8,1040,0.0,2008,0,98122,47.6037,-122.307,1560,1920,9,2014,12,"(47.6037, -122.307)",3.140221692872952
4385700660,1090000.0,3,1.5,2560,4000,1,0,0,5,8,1660,900.0,1927,0,98112,47.6384,-122.279,2560,4000,8,2014,93,"(47.6384, -122.279)",3.4328142058004705
923000414,670000.0,3,1.75,1850,8160,1,0,0,3,8,1850,0.0,1952,0,98177,47.7241,-122.363,1600,8160,4,2015,68,"(47.7241, -122.363)",10.90496871056477
2624049167,461550.0,3,1.5,2090,11895,1,0,0,3,7,1790,300.0,1954,0,98118,47.5362,-122.26700000000001,2180,11072,4,2015,66,"(47.5362, -122.26700000000001)",11.223419809245463
8929000380,479990.0,3,2.5,2010,2386,2,0,0,3,8,1390,620.0,2014,0,98029,47.5525,-121.99799999999999,1690,1870,8,2014,6,"(47.5525, -121.99799999999999)",25.843564610676776
4221250010,643000.0,4,2.5,2518,4663,2,0,0,3,8,2518,0.0,2005,0,98075,47.5894,-122.01700000000001,2280,4525,4,2015,15,"(47.5894, -122.01700000000001)",23.37510925280393
8861500080,607000.0,3,2.75,2810,12813,2,0,0,3,8,2040,770.0,1988,0,98052,47.6796,-122.11399999999999,1890,10336,9,2014,32,"(47.6796, -122.11399999999999)",16.604793237967908
1592000780,625000.0,3,2.5,2600,10092,1,0,0,3,9,2600,0.0,1984,0,98074,47.6223,-122.03200000000001,2440,9298,5,2014,36,"(47.6223, -122.03200000000001)",21.823981381861987
2484200080,731100.0,3,2.5,2060,8778,1,0,0,3,8,1160,900.0,1953,2010,98136,47.5245,-122.384,1990,7560,7,2014,10,"(47.5245, -122.384)",12.571165054470129
2322059136,859000.0,3,2.5,2920,434728,2,0,3,4,8,2920,0.0,1999,0,98042,47.3809,-122.13,3150,55216,3,2015,21,"(47.3809, -122.13)",31.243419832800022
2591820080,435000.0,4,2.5,2130,10375,2,0,0,4,8,2130,0.0,1986,0,98058,47.4381,-122.16,2220,8508,11,2014,34,"(47.4381, -122.16)",24.57884960781296
5729000080,465000.0,3,3.0,2290,15600,1,0,0,3,8,1420,870.0,1948,1990,98001,47.3558,-122.29,1890,14143,10,2014,30,"(47.3558, -122.29)",30.568167798540706
5100402764,740000.0,3,1.0,1230,6380,1,0,0,3,7,1230,0.0,1927,0,98115,47.6947,-122.315,1250,6380,4,2015,93,"(47.6947, -122.315)",7.241387409229449
5454000010,740000.0,3,1.75,2020,9478,1,0,0,4,9,2020,0.0,1961,0,98040,47.5383,-122.238,3050,15594,12,2014,59,"(47.5383, -122.238)",12.006669152095839
5412300130,250000.0,3,2.0,1430,7280,1,0,0,3,7,990,440.0,1980,0,98030,47.3742,-122.18,1430,7280,11,2014,40,"(47.3742, -122.18)",30.38372790680473
6873000190,656000.0,2,2.5,2270,1763,3,0,0,3,7,1820,450.0,2009,0,98052,47.6757,-122.12100000000001,2180,1763,3,2015,11,"(47.6757, -122.12100000000001)",15.968132383359206
9485300190,300000.0,4,2.5,1910,8058,2,0,0,3,8,1910,0.0,1992,0,98031,47.3891,-122.17200000000001,1910,6500,10,2014,28,"(47.3891, -122.17200000000001)",29.068433908591885
326069132,643000.0,3,1.5,1780,214315,1,0,0,3,7,1780,0.0,1954,0,98077,47.7631,-122.02799999999999,2740,133419,2,2015,66,"(47.7631, -122.02799999999999)",26.592075091286798
3832061060,311000.0,4,2.5,2690,6124,2,0,0,3,7,2690,0.0,2007,0,98042,47.3343,-122.05799999999999,2300,6002,8,2014,13,"(47.3343, -122.05799999999999)",38.42173079842528
6918730130,360000.0,3,1.75,1330,7482,1,0,0,4,7,1330,0.0,1975,0,98034,47.7322,-122.20700000000001,1480,8096,7,2014,45,"(47.7322, -122.20700000000001)",14.32002395389117
7952800010,475000.0,4,2.5,3060,10043,1,0,0,4,8,1700,1360.0,1968,0,98133,47.7387,-122.337,1630,8296,5,2014,52,"(47.7387, -122.337)",12.154411140011527
3834500417,469950.0,3,3.25,1760,1778,3,0,0,3,8,1760,0.0,2008,0,98125,47.7201,-122.301,1520,1615,8,2014,12,"(47.7201, -122.301)",10.175125293454895
5071700020,240000.0,3,1.75,1570,8750,1,0,0,3,7,1570,0.0,1960,0,98148,47.4425,-122.333,1890,8825,7,2014,60,"(47.4425, -122.333)",20.84036371482652
3826000470,232000.0,2,1.0,960,8100,1,0,0,3,6,810,150.0,1936,0,98168,47.494,-122.304,960,12150,9,2014,84,"(47.494, -122.304)",15.16744081569873
921059132,350000.0,3,2.0,1680,81893,1,0,0,3,7,1680,0.0,1991,0,98092,47.3248,-122.179,2480,38637,8,2014,29,"(47.3248, -122.179)",35.59935262845873
1926059027,803000.0,2,1.0,1440,33747,1,0,0,3,7,1440,0.0,1928,0,98034,47.7223,-122.209,1980,8400,1,2015,92,"(47.7223, -122.209)",13.365692920017306
1328320440,355000.0,3,2.25,1960,7000,1,0,0,3,8,1600,360.0,1980,0,98058,47.4427,-122.126,1980,7140,12,2014,40,"(47.4427, -122.126)",25.52530378804874
1972202005,475000.0,4,2.0,1790,2250,1,0,2,4,7,840,950.0,1909,0,98103,47.6526,-122.345,1440,1545,5,2014,111,"(47.6526, -122.345)",3.023934461542189
2592201350,823000.0,3,2.5,2560,9825,2,0,0,4,9,2560,0.0,1988,0,98006,47.5497,-122.145,2710,12034,3,2015,32,"(47.5497, -122.145)",16.04750989474654
6430500293,395000.0,2,1.5,1010,3060,1,0,0,4,7,1010,0.0,1918,0,98103,47.6897,-122.354,1160,4080,11,2014,102,"(47.6897, -122.354)",7.053628088478704
6450300840,499000.0,4,3.75,2560,5250,2,0,0,3,7,1900,660.0,1963,2006,98133,47.7326,-122.34200000000001,1400,5250,4,2015,14,"(47.7326, -122.34200000000001)",11.519011298379501
1189000225,420000.0,2,1.75,1200,3136,1,0,0,3,7,800,400.0,1904,2005,98122,47.6132,-122.29700000000001,1330,3164,4,2015,15,"(47.6132, -122.29700000000001)",2.6840971375894758
7804700020,961500.0,3,2.5,3910,14000,2,0,0,3,10,3910,0.0,1999,0,98008,47.6374,-122.12,2280,14000,8,2014,21,"(47.6374, -122.12)",15.234434019321514
9542300430,833000.0,4,1.75,2260,12238,1,0,0,3,9,2260,0.0,1967,0,98005,47.5976,-122.178,2430,10204,3,2015,53,"(47.5976, -122.178)",11.443672662037654
1775930440,479000.0,3,2.25,2110,11319,2,0,0,4,8,2110,0.0,1978,0,98072,47.742,-122.105,1860,11319,6,2014,42,"(47.742, -122.105)",20.541387087695007
1725059182,1150000.0,4,2.5,3340,10422,2,0,0,3,10,3340,0.0,1996,0,98033,47.6515,-122.197,1770,9490,7,2014,24,"(47.6515, -122.197)",9.743525634592565
3992700130,267000.0,3,1.0,1400,8100,1,0,0,3,6,1400,0.0,1944,0,98125,47.7124,-122.289,1420,8100,7,2014,76,"(47.7124, -122.289)",9.531011234914466
824069193,555000.0,4,1.75,1760,94525,1,0,0,3,7,1760,0.0,1988,0,98075,47.5882,-122.07,3030,34848,9,2014,32,"(47.5882, -122.07)",19.52237457939694
3904910480,490000.0,3,2.5,2010,9725,2,0,0,4,8,2010,0.0,1987,0,98029,47.56800000000001,-122.01799999999999,1850,6858,7,2014,33,"(47.56800000000001, -122.01799999999999)",23.87923018274591
2877102651,619000.0,4,2.0,2300,3400,1,0,0,5,8,1550,750.0,1915,0,98117,47.678000000000004,-122.361,1670,4200,5,2014,105,"(47.678000000000004, -122.361)",6.0684916241858495
9289100170,569950.0,5,2.75,2510,28185,1,0,0,4,7,1600,910.0,1963,0,98155,47.7719,-122.28200000000001,2910,14880,10,2014,57,"(47.7719, -122.28200000000001)",16.095957531545118
3797000680,549000.0,3,2.0,1340,3000,2,0,0,5,7,1340,0.0,1905,0,98103,47.6857,-122.34899999999999,1120,3000,11,2014,115,"(47.6857, -122.34899999999999)",6.513695029130322
3378900020,422500.0,3,1.75,1560,7245,1,0,0,3,7,1560,0.0,1962,1985,98052,47.6868,-122.119,2220,8502,10,2014,35,"(47.6868, -122.119)",16.541153797663053
4180300050,400000.0,4,3.5,3350,9681,1,0,1,3,7,2140,1210.0,1980,0,98198,47.3978,-122.322,2580,9681,8,2014,40,"(47.3978, -122.322)",25.797367934850776
7852010670,692500.0,4,2.75,3710,7984,2,0,0,3,9,3710,0.0,1999,0,98065,47.5352,-121.868,2950,7984,7,2014,21,"(47.5352, -121.868)",35.71122414707515
8562890280,310000.0,4,2.5,2430,5499,2,0,0,3,8,2430,0.0,2002,0,98042,47.3779,-122.125,2890,5190,6,2014,18,"(47.3779, -122.125)",31.71388514067808
3991400080,499900.0,3,1.75,2430,8820,1,0,2,3,8,1630,800.0,1977,0,98178,47.4972,-122.23299999999999,2390,10050,12,2014,43,"(47.4972, -122.23299999999999)",16.21727132547547
8651510020,492000.0,3,2.25,2100,7335,2,0,0,3,8,2100,0.0,1983,0,98074,47.647,-122.061,2050,8930,8,2014,37,"(47.647, -122.061)",19.72304359059214
3924500130,460000.0,2,2.5,1880,40575,1,0,0,3,9,1880,0.0,1987,0,98024,47.5614,-121.899,1930,32935,5,2015,33,"(47.5614, -121.899)",32.69083914728533
2533300130,800000.0,3,2.5,1630,2640,2,0,0,5,8,1630,0.0,1919,0,98119,47.6452,-122.37100000000001,1630,3000,7,2014,101,"(47.6452, -122.37100000000001)",3.9832827049889676
510002995,832600.0,4,1.0,1640,4200,1,0,0,3,7,1640,0.0,1925,0,98103,47.6601,-122.33200000000001,1730,3990,4,2015,95,"(47.6601, -122.33200000000001)",3.4360109175500146
3825500080,470000.0,4,2.75,2310,7350,1,0,0,3,8,1670,640.0,1989,0,98011,47.7505,-122.182,2600,6077,3,2015,31,"(47.7505, -122.182)",17.0737470046713
8682231190,542000.0,2,2.0,1930,4500,1,0,0,3,8,1930,0.0,2003,0,98053,47.7104,-122.031,1670,5200,10,2014,17,"(47.7104, -122.031)",23.630081972068776
9412400185,1310000.0,4,4.5,4750,13912,2,0,2,3,10,3600,1150.0,2005,0,98118,47.5332,-122.265,3600,22124,6,2014,15,"(47.5332, -122.265)",11.588958037405408
7893804790,308130.0,4,2.5,2300,7500,1,0,3,2,7,1650,650.0,1959,0,98198,47.4125,-122.33,2300,7500,10,2014,61,"(47.4125, -122.33)",24.168407758870917
3630070010,310000.0,2,1.0,1050,2699,1,0,0,3,7,1050,0.0,2005,0,98029,47.5471,-121.99600000000001,1240,2671,3,2015,15,"(47.5471, -121.99600000000001)",26.190990474749032
723049132,235000.0,2,1.0,1500,8015,1,0,0,3,6,1500,0.0,1947,0,98146,47.5027,-122.348,1130,8015,10,2014,73,"(47.5027, -122.348)",14.256819633019157
1432600415,215000.0,3,1.0,1150,7560,1,0,0,4,6,1150,0.0,1958,0,98058,47.4613,-122.184,1230,7560,9,2014,62,"(47.4613, -122.184)",21.445218746855254
3306200010,210000.0,4,1.5,1920,10403,1,0,0,3,7,1370,550.0,1959,0,98023,47.2987,-122.366,1550,9619,6,2014,61,"(47.2987, -122.366)",36.95831968282325
425069102,730000.0,4,2.75,3660,150282,2,0,0,3,10,3660,0.0,1990,0,98053,47.6813,-122.04799999999999,3090,53578,11,2014,30,"(47.6813, -122.04799999999999)",21.378579779839995
1683600130,245000.0,3,1.75,1720,9342,1,0,0,4,7,1140,580.0,1981,0,98092,47.3177,-122.182,1330,7540,12,2014,39,"(47.3177, -122.182)",36.285990429950026
3741600020,540000.0,3,2.25,2100,20018,1,0,4,3,8,1470,630.0,1948,0,98166,47.4544,-122.366,2410,17196,9,2014,72,"(47.4544, -122.366)",19.768886731234552
5412101150,299000.0,4,2.5,2400,6078,2,0,0,3,8,2400,0.0,2001,0,98001,47.2606,-122.285,2406,7642,2,2015,19,"(47.2606, -122.285)",41.15255845012995
